distance_m,speed_mps,speed_kph,throttle_pct,steer_deg,slope_pct,curvature
0.016268555976463844,0.16268555976463844,0.5856680151526984,62.36207560832339,-17.81391222904494,0.0,0.016770543134101194
0.04905135837668672,0.32782803604158095,1.1801809297496915,64.41317898406021,-20.8094868330986,0.0,0.01699565562065945
0.09917744671333294,0.5012698149297483,1.8045713337470939,68.83768650020443,21.890098288897416,0.0,0.017339860739219552
0.16500247929914005,0.6582560546947807,2.3697217969012105,63.64708850092944,-3.282140820054313,0.0,0.017791867147404734
0.24941831582603113,0.8441585604237799,3.0389708175256076,76.52091758694162,10.369768624578027,0.0,0.018371532626684638
0.3500875635173635,1.0067361206966794,3.6242500345080457,68.54804926366421,-21.19841643301408,0.0,0.019062806801207033
0.467106071350447,1.1704110071489244,4.213479625736128,70.35873086406993,3.7030281596571246,0.0,0.019866347845381552
0.6018534225377542,1.3476496624156118,4.851538784696203,77.62126059730296,-1.736160345204235,0.0,0.0207916290618131
0.7536072281270817,1.5178846251409297,5.4643846505073475,76.27383196720642,-24.714012070422804,0.0,0.02183368996020229
0.9191937125213816,1.6606062061452518,5.978182342122906,65.57190025700699,6.8198623766788735,0.0,0.022970736902906227
1.0999919199356223,1.8116006977483827,6.5217625118941775,70.59503473808006,8.165530791048745,0.0,0.024080076280207134
1.2957285934748202,1.9595998297018222,7.05455938692656,70.62638944000318,5.0999683821447315,0.0,0.02516544534049396
1.5049283130381383,2.0936904260935956,7.537285533936944,65.42638041027233,-1.6056649874901194,0.0,0.026325467624152703
1.7286278340488126,2.2399254413817595,8.063731588974335,72.55228114345725,7.8386107076153895,0.0,0.0275658919887639
1.9656736364423877,2.3718235680743094,8.538564845067514,66.95744273953554,7.970037998081389,0.0,0.02888032211132
2.2176933930828797,2.520481322500018,9.073732761000064,76.71056760491028,-20.267346011611718,0.0,0.028206277423853895
2.482178337863974,2.656848408696846,9.564654271308646,72.05990696214329,-3.594153354175163,0.0,0.027156098192385524
2.7577402865514897,2.774137120919548,9.986893635310372,63.500075718388786,23.434095247912158,0.0,0.026061935968013546
3.0439105972956972,2.8627688540267777,10.3059678744964,49.28374563632527,-18.0513109543863,0.0,0.0248078653644142
3.3425181193339366,3.004345154830163,10.815642557388587,78.75908900266269,-1.324108947214568,0.0,0.022821209402402988
3.6541970549052523,3.140344271172867,11.305239376222321,77.44590091196915,15.814853017275562,0.0,0.020747588445504363
3.9759008413551298,3.222576807704021,11.601276507734477,48.62360855493344,-14.473658339073218,0.0,0.018607271480312895
4.307304632963038,3.343751393809333,12.037505017713599,71.71769491249557,-0.23060304583116684,0.0,0.01607658394289193
4.648245931970692,3.442845017142968,12.394242061714685,60.21981321928354,-13.364977524111522,0.0,0.01344677769451164
4.996458455716043,3.5607986181645512,12.818875025392385,72.52171814699432,-2.104954894650945,0.0,0.010760885802343897
5.354993651844606,3.6790519868885916,13.24458715279893,74.21306450254565,8.904565660879397,1.7749682592230562,0.008703372380262371
5.725095295970143,3.763327869996591,13.547980331987729,65.48108522335886,21.64139677156719,3.625476479850767,0.006586774122840429
6.1091436090032545,3.8481619880305282,13.853383156909901,78.3180299459596,4.959850187824341,5.000000000000071,0.004982611820017667
6.500873230683816,3.9201601844638847,14.112576664069985,79.9674874347973,13.805384943236716,5.000000000000071,0.00486778869500819
6.898841400252163,3.9827717293131757,14.337978225527433,74.94566445875437,-13.333407448867968,5.000000000000071,0.004751136937379809
7.3033378665775315,4.048078721932901,14.573083398958445,77.61356917404298,12.50563989006694,3.4833106671123923,0.005916322597949375
7.712604674395337,4.094781575447448,14.741213671610813,56.28486509358108,-7.423756594183205,1.436976628023337,0.007528410039137465
8.12875646607446,4.161952983143664,14.98303073931719,57.064225820061665,-14.16142258004231,0.0,0.008660072515433612
8.553944375224589,4.274893231360284,15.389615632897025,79.3910408206767,11.688322248613115,0.0,0.008658825848912872
8.987559710683813,4.3390731419381945,15.6206633109775,47.25143371602979,-0.9432727809642877,0.0,0.008657554472869568
9.4306687466988,4.43604586358642,15.969765108911114,71.00307690586511,-24.247639237568396,0.0,0.006626579852582726
9.874736407502773,4.543393940257648,16.35621818492753,79.90319728153958,-0.8548910495850535,0.0,0.004532455405063017
10.327206710911037,4.637926605202249,16.696535778728098,72.30688999991114,23.627667486662588,0.0,0.002092411506613849
10.800440162163387,4.740050328102577,17.06418118116928,79.49233327100053,21.632775729417475,0.0,-0.0005822407442705388
11.278333110990637,4.800817693235259,17.28294369564693,49.57503979153979,-12.897131731371731,0.0,-0.0027920006715344958
11.767403750479698,4.890798777011004,17.606875597239615,72.97303412230536,5.813807633242878,0.0,-0.00469300696470235
12.265506145362728,4.987074329131076,17.953467584871873,79.48036890511693,4.789133309340969,0.0,-0.005046364533628038
12.768100521616589,5.044683836620291,18.160861811833048,49.92695213131311,1.8488004075783722,0.0,-0.004003834363355578
13.278822587113378,5.134333843497569,18.48360183659125,76.95408811162694,-21.913063863507897,1.3941129355668864,-0.003496446664615033
13.794741044143157,5.169976681529096,18.611916053504746,44.77894469444587,-0.3230970792193536,3.9737052207157704,-0.0034476729481576623
14.313674325311311,5.200885362608006,18.723187305388823,62.596283176624645,-11.591406018920486,4.999999999999982,-0.0043234797172371515
14.831283763270427,5.237243857401237,18.854077886644454,76.31689389061516,21.194593142043708,4.999999999999982,-0.005800712207121555
15.355795644957983,5.245994652363522,18.88558074850868,53.24858028053882,5.863730520458053,3.2210217752100756,-0.005703851835327187
15.882686412053891,5.280550718694872,19.00998258730154,60.572142220159364,-10.871323929995302,0.5865679397305423,-0.0048473574375099224
