distance_m,speed_mps,speed_kph,throttle_pct,steer_deg,slope_pct,curvature
0.01945992922118489,0.1945992922118489,0.7005574519626561,74.3781590582119,-7.852273213092591,0.0,0.016792457611023694
0.05868407584994723,0.3922414868984332,1.4120693528343595,77.13684765768485,12.963578937189766,0.0,0.01706180142955784
0.11264819650365271,0.5396432551348319,1.942715718485395,59.09988357481579,19.648954349372726,0.0,0.017432361494465615
0.18432609313848614,0.7168445510739663,2.5806403838662786,72.0059073732869,-20.6459483167483,0.0,0.017924558267204703
0.26694597939297177,0.8262076467224121,2.9743475282006835,45.82140721511272,8.242344673526205,0.0,0.018491891340407164
0.3672871239573342,1.003415010703352,3.612294038532067,74.44734274565202,-1.4333129042402244,0.0,0.019180912500990785
0.48330789899989374,1.1602080583900027,4.17674901020401,67.42633193466035,23.202664868738797,0.0,0.019977602327668598
0.6168390246368587,1.336046708521183,4.809768150676258,76.92148939478686,-23.575390171069454,0.0,0.02089453198359257
0.7670502753500974,1.5022072861029536,5.407946229970634,74.37115258955468,-2.583255257142913,0.0,0.021926000487848717
0.9334775855130862,1.6645659690575885,5.992437488607319,74.25569312465848,-17.701456970113817,0.0,0.023068821201118115
1.1151701027246417,1.8203650747657216,6.553314269156598,72.83475024875722,16.45340265235221,0.0,0.02416424001760344
1.3135620442786033,1.9845459397451244,7.144365383082448,78.28327953954832,-15.006860200078304,0.0,0.02526433266390961
1.5269236438846356,2.139131268557902,7.700872566808448,75.45838450079376,6.420290722828123,0.0,0.02644743276813876
1.7542418667560713,2.2772391174740294,8.198060822906506,69.04299646223355,-6.02780951507005,0.0,0.027707923004755726
1.9937866526768557,2.4042162318282956,8.655178434581865,64.86330621662022,-11.897123098804924,0.0,0.029036210108497607
2.247085617656113,2.555454164261344,9.19963499134084,78.3833387468146,-8.802023356364568,0.0,0.028089570955593435
2.5125581887948836,2.6939068423075407,9.698064632307148,73.51916384496728,20.54532898181818,0.0,0.02703547019774049
2.7926288924942932,2.8142975163651474,10.131471058914531,65.50359847350636,12.38273522979226,0.0,0.02592340524972884
3.0842702583629795,2.9211245700879425,10.516048452316593,59.41263232030648,-8.125367203735307,0.0,0.024539349820208316
3.3881385353243774,3.053312250650554,10.991924102341995,74.33472816211608,5.518124739785184,0.0,0.022517693701263906
3.705592525284364,3.1850434922354065,11.466156572047463,75.66767028451306,24.46999377017379,0.0,0.02040565091843846
4.036106946215529,3.3063882448904454,11.902997681605603,71.36995405819555,-3.720042023192743,0.0,0.018168431933237236
4.374411329681507,3.3830595105569823,12.179014238005136,46.746837541251615,-8.608540012514798,0.0,0.015558965189012453
4.7253406270535825,3.512624114666188,12.645446812798276,78.64756639517722,2.2403883635321984,0.0,0.01285211781776433
5.088001646522143,3.629174359515515,13.065027694255855,72.55809765165722,6.855657055597259,0.4400082326107198,0.010230290247775092
5.462991383372983,3.7499888552500074,13.499959878900027,79.36274235781107,17.496509724005502,2.314956916864947,0.008085737160352489
5.846529378776437,3.8495131493581587,13.858247337689372,79.28383315461588,-23.004571921573447,4.232646893882246,0.005892296883576257
6.238742093643859,3.9269673294920846,14.137082386171505,78.6575397490413,6.527338364290778,5.000000000000071,0.004944624131113555
6.638170615470455,3.994719495835249,14.380990185006898,78.38949712324523,-1.5351078856279605,5.000000000000071,0.004827544317498016
7.043190757289235,4.051438793824224,14.585179657767208,72.12691456348381,15.291170850483638,4.784046213553894,0.004891612360681012
7.453431435990743,4.111070535505728,14.799853927820623,73.446625623769,-7.884719712357215,2.7328428200463226,0.0065075358447412995
7.868766002417444,4.153846901054859,14.953848843797493,49.36944140652575,3.5652868690357664,0.6561699879127892,0.008143523971894415
8.294635813638795,4.261190874863835,15.340287149509805,79.83594874950016,-6.126239398475286,0.0,0.008659586151111768
8.7316591307438,4.370340188486677,15.733224678552036,78.3432164078266,-3.9331670985728584,0.0,0.008658304782741471
9.178651464466881,4.4728486974920445,16.102255310971362,75.3890105255827,-21.91705645026909,0.0,0.007815037374942824
9.627509442320449,4.568021511106298,16.444877439982672,71.6973714617755,-12.517036202618991,0.0,0.005698322856291245
10.077183042834896,4.668896713276577,16.808028167795676,77.37797354524409,17.986243133157803,0.0,0.003505511879853579
10.548449078868678,4.7671414970068255,17.161709389224573,77.10186786143537,9.60518204012033,0.0,0.0008419791969727641
11.030098440954887,4.83443104903796,17.403951776536655,54.91173284780974,22.508327366044647,0.0,-0.0018271182357100881
11.521133971398077,4.925307497353152,17.731106990471346,74.23280659813071,2.0945049426842344,0.0,-0.0037357620146879476
12.020953168972612,5.020863021066034,18.075106875837722,79.5413571241217,-20.033118155759137,0.0,-0.005553640118398703
12.528031232495076,5.077677470015001,18.279638892054002,49.68177628351205,14.090912380768879,0.0,-0.004501809447618405
13.043126701294886,5.1590724767411285,18.572660916268063,70.72786125921047,-15.855504252550295,0.21563350647443003,-0.003518728798833031
13.56554209944082,5.233907352169633,18.84206646781068,68.38989844614692,-0.5826324108094523,2.8277104972040936,-0.0034693408768563154
14.093896189342509,5.294740307165698,19.061065105796516,79.66873657079039,6.327705175658848,4.999999999999982,-0.003696243466871504
14.62713789503249,5.333082469467772,19.199096890083982,79.86794132787092,13.270120167918925,4.999999999999982,-0.005218089698486848
15.161200175154006,5.363073668361447,19.30706520610121,73.29147097784987,-12.266415794248653,4.193999124229955,-0.006020179127692487
15.701505893898975,5.403065658711065,19.451036371359834,75.71986346561758,-23.11904168535874,1.4924705305051182,-0.00514187787416253
16.237386002885827,5.456062417369912,19.641824702531686,64.40007564392512,22.41446943051814,0.0,-0.004385714207792388
