Id	latitude	longitude	altitude (m)	distance (km)
630	25.49339582	51.44783644	12.8	0.630
631	25.49340002	51.44784525	12.8	0.631
632	25.49340404	51.44785414	12.8	0.632
633	25.49340785	51.44786316	12.8	0.633
634	25.49341167	51.44787217	12.8	0.634
635	25.49341539	51.44788123	12.8	0.635
636	25.49341875	51.44789046	12.8	0.636
637	25.49342212	51.44789969	12.8	0.637
638	25.49342549	51.44790892	12.8	0.638
639	25.49342844	51.44791832	12.8	0.639
640	25.49343138	51.44792772	12.8	0.640
641	25.49343432	51.44793712	12.8	0.641
642	25.49343682	51.44794668	12.9	0.642
643	25.49343914	51.44795629	12.9	0.643
644	25.49344146	51.4479659	12.9	0.644
645	25.49344359	51.44797556	12.9	0.645
646	25.49344548	51.44798529	12.9	0.646
647	25.49344736	51.44799501	13.0	0.647
648	25.49344915	51.44800476	13.0	0.648
649	25.49345057	51.44801458	13.0	0.649
650	25.493452	51.4480244	13.0	0.650
651	25.49345342	51.44803423	13.1	0.651
652	25.49345444	51.44804411	13.1	0.652
653	25.49345544	51.44805399	13.1	0.653
654	25.49345643	51.44806388	13.0	0.654
655	25.49345707	51.44807379	13.0	0.655
656	25.49345753	51.44808373	12.9	0.656
657	25.49345799	51.44809366	12.9	0.657
658	25.49345831	51.4481036	12.8	0.658
659	25.4934584	51.44811354	12.8	0.659
660	25.49345849	51.44812349	12.7	0.660
661	25.49345856	51.44813344	12.7	0.661
662	25.49345814	51.44814337	12.6	0.662
663	25.49345772	51.44815331	12.6	0.663
664	25.4934573	51.44816324	12.5	0.664
665	25.4934566	51.44817315	12.5	0.665
666	25.49345576	51.44818306	12.4	0.666
667	25.49345493	51.44819296	12.4	0.667
668	25.49345389	51.44820284	12.3	0.668
669	25.49345253	51.44821267	12.3	0.669
670	25.49345117	51.4482225	12.2	0.670
671	25.49344978	51.44823233	12.2	0.671
672	25.49344796	51.44824207	12.1	0.672
673	25.49344615	51.44825181	12.1	0.673
674	25.49344433	51.44826156	12.0	0.674
675	25.49344224	51.44827123	12.0	0.675
676	25.49344006	51.44828088	11.9	0.676
677	25.49343788	51.44829053	11.9	0.677
678	25.49343548	51.44830012	11.8	0.678
679	25.49343279	51.44830961	11.8	0.679
680	25.4934301	51.4483191	11.7	0.680
681	25.49342737	51.44832858	11.7	0.681
682	25.49342431	51.44833794	11.6	0.682
683	25.49342124	51.4483473	11.6	0.683
684	25.49341818	51.44835665	11.5	0.684
685	25.49341474	51.44836585	11.5	0.685
686	25.4934112	51.44837499	11.4	0.686
687	25.49340766	51.44838414	11.4	0.687
688	25.49340398	51.44839322	11.3	0.688
689	25.49340013	51.44840222	11.3	0.689
690	25.49339628	51.44841122	11.2	0.690
691	25.4933924	51.4484202	11.2	0.691
692	25.49338826	51.44842903	11.1	0.692
693	25.49338413	51.44843787	11.1	0.693
694	25.49337999	51.44844671	11.0	0.694
695	25.49337569	51.44845546	11.0	0.695
696	25.49337134	51.44846418	10.9	0.696
697	25.493367	51.44847289	10.9	0.697
698	25.4933626	51.44848158	10.8	0.698
699	25.49335813	51.44849022	10.8	0.699
700	25.49335365	51.44849885	10.7	0.700
701	25.49334917	51.44850749	10.7	0.701
702	25.49334456	51.44851604	10.6	0.702
703	25.49333995	51.44852459	10.6	0.703
704	25.49333533	51.44853314	10.6	0.704
705	25.49333066	51.44854164	10.5	0.705
706	25.49332595	51.44855013	10.5	0.706
707	25.49332123	51.44855861	10.4	0.707
708	25.4933165	51.44856708	10.4	0.708
709	25.49331169	51.4485755	10.3	0.709
710	25.49330688	51.44858391	10.3	0.710
711	25.49330207	51.44859233	10.2	0.711
712	25.49329718	51.44860069	10.2	0.712
713	25.49329227	51.44860903	10.2	0.713
714	25.49328736	51.44861738	10.2	0.714
715	25.49328242	51.4486257	10.1	0.715
716	25.49327741	51.44863398	10.1	0.716
717	25.49327241	51.44864226	10.1	0.717
718	25.4932674	51.44865054	10.1	0.718
719	25.49326234	51.44865877	10.1	0.719
720	25.49325728	51.44866701	10.1	0.720
721	25.49325222	51.44867524	10.1	0.721
722	25.49324714	51.44868347	10.1	0.722
723	25.49324205	51.44869168	10.0	0.723
724	25.49323696	51.44869989	10.0	0.724
725	25.49323186	51.4487081	10.0	0.725
726	25.49322669	51.44871625	10.0	0.726
727	25.49322151	51.44872439	10.0	0.727
728	25.49321633	51.44873254	10.0	0.728
729	25.4932111	51.44874065	10.0	0.729
730	25.49320584	51.44874873	10.0	0.730
731	25.49320057	51.44875681	10.0	0.731
732	25.49319531	51.44876489	9.9	0.732
733	25.49318996	51.4487729	9.9	0.733
734	25.49318461	51.44878091	9.9	0.734
735	25.49317926	51.44878893	9.9	0.735
736	25.49317387	51.4487969	9.9	0.736
737	25.49316843	51.44880484	9.9	0.737
738	25.49316299	51.44881278	9.9	0.738
739	25.49315755	51.44882071	9.9	0.739
740	25.49315205	51.4488286	9.9	0.740
741	25.49314655	51.44883648	9.9	0.741
742	25.49314105	51.44884437	9.9	0.742
743	25.49313551	51.44885222	9.8	0.743
744	25.4931299	51.44886002	9.8	0.744
745	25.4931243	51.44886782	9.8	0.745
746	25.49311869	51.44887561	9.8	0.746
747	25.49311301	51.44888334	9.8	0.747
748	25.49310729	51.44889104	9.8	0.748
749	25.49310158	51.44889874	9.8	0.749
750	25.49309585	51.44890642	9.9	0.750
751	25.49309003	51.44891402	9.9	0.751
752	25.49308421	51.44892162	9.9	0.752
753	25.49307838	51.44892922	9.9	0.753
754	25.49307251	51.44893678	9.9	0.754
755	25.4930666	51.44894429	10.0	0.755
756	25.49306068	51.4489518	10.0	0.756
757	25.49305477	51.44895932	10.0	0.757
758	25.49304874	51.44896672	10.0	0.758
759	25.4930427	51.44897411	10.0	0.759
760	25.49303666	51.44898151	10.1	0.760
761	25.49303061	51.44898888	10.1	0.761
762	25.4930245	51.44899621	10.1	0.762
763	25.49301839	51.44900353	10.1	0.763
764	25.49301229	51.44901086	10.2	0.764
765	25.49300613	51.44901812	10.2	0.765
766	25.49299991	51.44902534	10.2	0.766
767	25.4929937	51.44903255	10.2	0.767
768	25.49298748	51.44903977	10.2	0.768
769	25.49298121	51.44904692	10.3	0.769
770	25.49297493	51.44905406	10.3	0.770
771	25.49296865	51.44906121	10.3	0.771
772	25.49296236	51.44906834	10.3	0.772
773	25.49295601	51.44907541	10.4	0.773
774	25.49294966	51.44908248	10.4	0.774
775	25.49294332	51.44908955	10.4	0.775
776	25.49293697	51.44909663	10.4	0.776
777	25.49293062	51.4491037	10.4	0.777
778	25.49292428	51.44911078	10.5	0.778
779	25.49291794	51.44911785	10.5	0.779
780	25.49291159	51.44912493	10.5	0.780
781	25.49290525	51.449132	10.5	0.781
782	25.4928989	51.44913908	10.6	0.782
783	25.49289256	51.44914615	10.6	0.783
784	25.49288623	51.44915325	10.6	0.784
785	25.49287992	51.44916035	10.6	0.785
786	25.4928736	51.44916746	10.7	0.786
787	25.49286728	51.44917456	10.7	0.787
788	25.49286098	51.44918168	10.8	0.788
789	25.49285467	51.4491888	10.8	0.789
790	25.49284836	51.44919591	10.9	0.790
791	25.49284206	51.44920303	10.9	0.791
792	25.4928358	51.44921019	10.9	0.792
793	25.49282953	51.44921735	11.0	0.793
794	25.49282327	51.44922452	11.0	0.794
795	25.49281702	51.4492317	11.1	0.795
796	25.49281086	51.44923896	11.1	0.796
797	25.49280469	51.44924622	11.2	0.797
798	25.49279852	51.44925348	11.2	0.798
799	25.49279236	51.44926075	11.3	0.799
800	25.49278622	51.44926805	11.3	0.800
801	25.49278008	51.44927534	11.4	0.801
802	25.49277394	51.44928263	11.4	0.802
803	25.49276784	51.44928996	11.4	0.803
804	25.49276178	51.44929733	11.4	0.804
805	25.49275572	51.4493047	11.5	0.805
806	25.49274966	51.44931207	11.5	0.806
807	25.49274364	51.44931948	11.5	0.807
808	25.49273766	51.44932693	11.5	0.808
809	25.49273168	51.44933438	11.5	0.809
810	25.4927257	51.44934183	11.5	0.810
811	25.49271974	51.4493493	11.5	0.811
812	25.4927138	51.44935679	11.5	0.812
813	25.49270785	51.44936427	11.5	0.813
814	25.49270191	51.44937176	11.5	0.814
815	25.49269599	51.44937927	11.5	0.815
816	25.4926901	51.44938681	11.5	0.816
817	25.49268421	51.44939434	11.5	0.817
818	25.49267831	51.44940187	11.5	0.818
819	25.49267245	51.44940944	11.5	0.819
820	25.4926666	51.44941701	11.5	0.820
821	25.49266076	51.44942459	11.5	0.821
822	25.49265491	51.44943217	11.5	0.822
823	25.4926491	51.44943978	11.5	0.823
824	25.4926433	51.44944741	11.5	0.824
825	25.4926375	51.44945503	11.5	0.825
826	25.49263171	51.44946265	11.5	0.826
827	25.49262596	51.44947032	11.5	0.827
828	25.49262023	51.449478	11.6	0.828
829	25.4926145	51.44948569	11.6	0.829
830	25.49260877	51.44949337	11.6	0.830
831	25.49260306	51.44950108	11.6	0.831
832	25.49259735	51.44950879	11.6	0.832
833	25.49259165	51.4495165	11.6	0.833
834	25.49258595	51.44952421	11.6	0.834
835	25.4925803	51.44953197	11.6	0.835
836	25.49257467	51.44953974	11.6	0.836
837	25.49256905	51.44954752	11.6	0.837
838	25.49256342	51.44955529	11.6	0.838
839	25.49255782	51.4495631	11.6	0.839
840	25.49255223	51.4495709	11.6	0.840
841	25.49254664	51.44957871	11.7	0.841
842	25.49254104	51.44958652	11.7	0.842
843	25.49253548	51.44959435	11.7	0.843
844	25.49252992	51.44960219	11.7	0.844
845	25.49252436	51.44961002	11.7	0.845
846	25.4925188	51.44961786	11.7	0.846
847	25.4925133	51.44962574	11.7	0.847
848	25.49250782	51.44963365	11.7	0.848
849	25.49250234	51.44964155	11.7	0.849
850	25.49249686	51.44964946	11.7	0.850
851	25.49249143	51.4496574	11.7	0.851
852	25.492486	51.44966535	11.7	0.852
853	25.49248058	51.4496733	11.7	0.853
854	25.49247516	51.44968125	11.7	0.854
855	25.49246981	51.44968926	11.7	0.855
856	25.49246449	51.4496973	11.7	0.856
857	25.49245917	51.44970533	11.6	0.857
858	25.49245385	51.44971337	11.6	0.858
859	25.49244851	51.44972139	11.6	0.859
860	25.49244316	51.4497294	11.6	0.860
861	25.49243781	51.44973741	11.5	0.861
862	25.49243246	51.44974542	11.5	0.862
863	25.49242721	51.44975351	11.4	0.863
864	25.49242203	51.44976166	11.4	0.864
865	25.49241685	51.4497698	11.3	0.865
866	25.49241167	51.44977795	11.3	0.866
867	25.49240654	51.44978613	11.3	0.867
868	25.49240144	51.44979434	11.2	0.868
869	25.49239634	51.44980254	11.2	0.869
870	25.49239124	51.44981075	11.1	0.870
871	25.49238619	51.44981899	11.1	0.871
872	25.49238117	51.44982726	11.1	0.872
873	25.49237615	51.44983553	11.1	0.873
874	25.49237114	51.44984379	11.0	0.874
875	25.49236615	51.44985208	11.0	0.875
876	25.4923612	51.44986041	11.0	0.876
877	25.49235626	51.44986873	11.0	0.877
878	25.49235131	51.44987705	11.0	0.878
879	25.49234637	51.44988537	11.0	0.879
880	25.49234144	51.4498937	10.9	0.880
881	25.4923365	51.44990203	10.9	0.881
882	25.49233157	51.44991035	10.9	0.882
883	25.49232665	51.4499187	10.9	0.883
884	25.49232178	51.44992707	10.9	0.884
885	25.4923169	51.44993544	10.9	0.885
886	25.49231202	51.44994381	10.9	0.886
887	25.49230716	51.44995218	10.9	0.887
888	25.49230234	51.44996059	10.9	0.888
889	25.49229751	51.449969	11.0	0.889
890	25.49229269	51.4499774	11.0	0.890
891	25.49228786	51.44998581	11.0	0.891
892	25.49228304	51.44999421	11.0	0.892
893	25.49227821	51.45000262	11.0	0.893
894	25.49227339	51.45001103	11.0	0.894
895	25.49226857	51.45001944	11.0	0.895
896	25.49226377	51.45002786	11.0	0.896
897	25.49225898	51.45003629	11.0	0.897
898	25.49225418	51.45004471	11.0	0.898
899	25.49224938	51.45005314	11.0	0.899
900	25.4922446	51.45006157	11.0	0.900
901	25.49223982	51.45007001	11.0	0.901
902	25.49223503	51.45007844	11.0	0.902
903	25.49223025	51.45008688	11.0	0.903
904	25.49222547	51.45009532	11.0	0.904
905	25.49222069	51.45010376	11.0	0.905
906	25.49221592	51.45011219	11.0	0.906
907	25.49221114	51.45012064	11.0	0.907
908	25.4922064	51.4501291	11.0	0.908
909	25.49220165	51.45013756	11.0	0.909
910	25.49219691	51.45014602	11.0	0.910
911	25.49219216	51.45015447	11.1	0.911
912	25.49218739	51.45016292	11.1	0.912
913	25.49218262	51.45017137	11.1	0.913
914	25.49217786	51.45017981	11.1	0.914
915	25.49217309	51.45018826	11.1	0.915
916	25.49216835	51.45019672	11.1	0.916
917	25.4921636	51.45020518	11.2	0.917
918	25.49215885	51.45021364	11.2	0.918
919	25.4921541	51.4502221	11.2	0.919
920	25.49214935	51.45023056	11.2	0.920
921	25.49214461	51.45023902	11.2	0.921
922	25.49213987	51.45024748	11.3	0.922
923	25.49213513	51.45025595	11.3	0.923
924	25.49213041	51.45026443	11.3	0.924
925	25.49212569	51.4502729	11.3	0.925
926	25.49212096	51.45028138	11.4	0.926
927	25.49211623	51.45028984	11.4	0.927
928	25.49211149	51.45029831	11.4	0.928
929	25.49210674	51.45030677	11.5	0.929
930	25.492102	51.45031523	11.5	0.930
931	25.49209719	51.45032365	11.5	0.931
932	25.49209236	51.45033205	11.5	0.932
933	25.49208753	51.45034046	11.5	0.933
934	25.49208271	51.45034886	11.4	0.934
935	25.49207788	51.45035726	11.4	0.935
936	25.49207305	51.45036567	11.4	0.936
937	25.49206823	51.45037407	11.4	0.937
938	25.4920634	51.45038248	11.4	0.938
939	25.49205857	51.45039088	11.4	0.939
940	25.49205375	51.45039929	11.3	0.940
941	25.49204892	51.45040769	11.3	0.941
942	25.49204409	51.4504161	11.3	0.942
943	25.49203927	51.4504245	11.3	0.943
944	25.49203444	51.45043291	11.3	0.944
945	25.49202961	51.45044131	11.3	0.945
946	25.49202479	51.45044971	11.2	0.946
947	25.49201996	51.45045812	11.2	0.947
948	25.49201513	51.45046652	11.2	0.948
949	25.4920103	51.45047493	11.2	0.949
950	25.49200548	51.45048333	11.2	0.950
951	25.49200065	51.45049174	11.2	0.951
952	25.49199582	51.45050014	11.1	0.952
953	25.491991	51.45050855	11.1	0.953
954	25.49198617	51.45051695	11.1	0.954
955	25.49198134	51.45052535	11.1	0.955
956	25.49197652	51.45053376	11.1	0.956
957	25.49197169	51.45054216	11.1	0.957
958	25.49196686	51.45055057	11.0	0.958
959	25.49196204	51.45055897	11.0	0.959
960	25.49195721	51.45056738	11.0	0.960
961	25.49195238	51.45057578	11.0	0.961
962	25.49194755	51.45058419	11.0	0.962
963	25.49194273	51.45059259	11.0	0.963
964	25.4919379	51.450601	10.9	0.964
965	25.49193307	51.4506094	10.9	0.965
966	25.49192825	51.4506178	10.9	0.966
967	25.49192342	51.45062621	10.9	0.967
968	25.49191859	51.45063461	10.9	0.968
969	25.49191377	51.45064302	10.9	0.969
970	25.49190894	51.45065142	10.8	0.970
971	25.49190411	51.45065983	10.8	0.971
972	25.49189929	51.45066823	10.8	0.972
973	25.49189446	51.45067664	10.8	0.973
974	25.49188963	51.45068504	10.8	0.974
975	25.49188481	51.45069345	10.8	0.975
976	25.49187998	51.45070185	10.7	0.976
977	25.49187515	51.45071025	10.7	0.977
978	25.49187032	51.45071866	10.7	0.978
979	25.4918655	51.45072706	10.7	0.979
980	25.49186067	51.45073547	10.7	0.980
981	25.49185584	51.45074387	10.7	0.981
982	25.49185102	51.45075228	10.6	0.982
983	25.49184619	51.45076068	10.6	0.983
984	25.49184136	51.45076909	10.6	0.984
985	25.49183654	51.45077749	10.6	0.985
986	25.49183171	51.45078589	10.6	0.986
987	25.49182688	51.4507943	10.6	0.987
988	25.49182206	51.4508027	10.5	0.988
989	25.49181723	51.45081111	10.5	0.989
990	25.4918124	51.45081951	10.5	0.990
991	25.49180758	51.45082792	10.5	0.991
992	25.49180275	51.45083632	10.5	0.992
993	25.49179792	51.45084473	10.5	0.993
994	25.49179309	51.45085313	10.4	0.994
995	25.49178827	51.45086154	10.4	0.995
996	25.49178344	51.45086994	10.4	0.996
997	25.49177861	51.45087834	10.4	0.997
998	25.49177379	51.45088675	10.4	0.998
999	25.49176896	51.45089515	10.4	0.999
1000	25.49176413	51.45090356	10.3	1.000
1001	25.49175931	51.45091196	10.3	1.001
1002	25.49175448	51.45092037	10.3	1.002
1003	25.49174965	51.45092877	10.3	1.003
1004	25.49174483	51.45093718	10.3	1.004
1005	25.49174	51.45094558	10.3	1.005
1006	25.49173517	51.45095398	10.2	1.006
1007	25.49173035	51.45096239	10.2	1.007
1008	25.49172552	51.45097079	10.2	1.008
1009	25.49172069	51.4509792	10.2	1.009
1010	25.49171586	51.4509876	10.2	1.010
1011	25.49171104	51.45099601	10.2	1.011
1012	25.49170621	51.45100441	10.1	1.012
1013	25.49170138	51.45101282	10.1	1.013
1014	25.49169656	51.45102122	10.1	1.014
1015	25.49169173	51.45102963	10.1	1.015
1016	25.4916869	51.45103803	10.1	1.016
1017	25.49168208	51.45104643	10.1	1.017
1018	25.49167964	51.451056	10.0	1.018
1019	25.4916772	51.45106558	10.0	1.019
1020	25.49167465	51.45107512	10.0	1.020
1021	25.49167185	51.45108457	10.0	1.021
1022	25.49166895	51.45109399	10.0	1.022
1023	25.49166588	51.45110334	10.0	1.023
1024	25.4916628	51.45111269	10.0	1.024
1025	25.49165968	51.45112203	10.0	1.025
1026	25.49165654	51.45113135	10.0	1.026
1027	25.49165333	51.45114065	10.1	1.027
1028	25.49165018	51.45114997	10.1	1.028
1029	25.49164709	51.45115931	10.1	1.029
1030	25.49164399	51.45116865	10.1	1.030
1031	25.49164088	51.45117799	10.1	1.031
1032	25.49163782	51.45118734	10.2	1.032
1033	25.49163479	51.45119671	10.2	1.033
1034	25.49163182	51.4512061	10.2	1.034
1035	25.49162889	51.45121551	10.2	1.035
1036	25.49162603	51.45122495	10.3	1.036
1037	25.49162328	51.45123442	10.3	1.037
1038	25.49162058	51.45124391	10.3	1.038
1039	25.49161805	51.45125346	10.3	1.039
1040	25.49161553	51.45126301	10.4	1.040
1041	25.49161315	51.4512726	10.4	1.041
1042	25.49161076	51.45128219	10.4	1.042
1043	25.49160849	51.45129182	10.4	1.043
1044	25.49160625	51.45130145	10.5	1.044
1045	25.49160413	51.45131112	10.5	1.045
1046	25.49160212	51.45132081	10.5	1.046
1047	25.49160012	51.45133051	10.6	1.047
1048	25.49159823	51.45134024	10.6	1.048
1049	25.49159634	51.45134996	10.6	1.049
1050	25.49159464	51.45135973	10.6	1.050
1051	25.491593	51.45136951	10.7	1.051
1052	25.4915914	51.4513793	10.7	1.052
1053	25.49158988	51.4513891	10.7	1.053
1054	25.49158837	51.45139891	10.7	1.054
1055	25.49158698	51.45140873	10.7	1.055
1056	25.4915856	51.45141856	10.7	1.056
1057	25.49158426	51.4514284	10.7	1.057
1058	25.49158302	51.45143825	10.8	1.058
1059	25.49158177	51.4514481	10.8	1.059
1060	25.49158052	51.45145795	10.8	1.060
1061	25.49157928	51.4514678	10.8	1.061
1062	25.49157804	51.45147765	10.8	1.062
1063	25.49157692	51.45148752	10.8	1.063
1064	25.49157579	51.45149739	10.8	1.064
1065	25.49157466	51.45150726	10.8	1.065
1066	25.49157352	51.45151712	10.8	1.066
1067	25.49157238	51.45152699	10.8	1.067
1068	25.49157121	51.45153685	10.8	1.068
1069	25.49157004	51.45154671	10.9	1.069
1070	25.49156887	51.45155658	10.9	1.070
1071	25.49156768	51.45156644	10.9	1.071
1072	25.49156649	51.4515763	10.9	1.072
1073	25.49156524	51.45158614	10.9	1.073
1074	25.49156392	51.45159598	10.9	1.074
1075	25.4915626	51.45160582	10.9	1.075
1076	25.49156114	51.45161564	10.9	1.076
1077	25.49155965	51.45162545	10.9	1.077
1078	25.49155813	51.45163525	11.0	1.078
1079	25.49155643	51.45164502	11.0	1.079
1080	25.49155474	51.45165479	11.0	1.080
1081	25.49155295	51.45166453	11.0	1.081
1082	25.49155107	51.45167426	11.0	1.082
1083	25.4915492	51.45168399	11.0	1.083
1084	25.49154706	51.45169366	11.1	1.084
1085	25.49154489	51.45170331	11.1	1.085
1086	25.49154265	51.45171294	11.1	1.086
1087	25.49154021	51.45172252	11.1	1.087
1088	25.49153777	51.45173209	11.1	1.088
1089	25.49153509	51.45174159	11.1	1.089
1090	25.49153228	51.45175104	11.2	1.090
1091	25.49152945	51.45176048	11.2	1.091
1092	25.49152619	51.45176976	11.2	1.092
1093	25.49152294	51.45177904	11.2	1.093
1094	25.49151948	51.45178822	11.2	1.094
1095	25.49151579	51.4517973	11.2	1.095
1096	25.49151211	51.45180638	11.2	1.096
1097	25.49150813	51.4518153	11.2	1.097
1098	25.49150411	51.45182421	11.2	1.098
1099	25.4914999	51.451833	11.2	1.099
1100	25.49149524	51.45184152	11.2	1.100
1101	25.49149059	51.45185005	11.2	1.101
1102	25.49148556	51.4518583	11.2	1.102
1103	25.49148042	51.45186647	11.2	1.103
1104	25.49147516	51.45187455	11.2	1.104
1105	25.49146942	51.45188222	11.2	1.105
1106	25.49146368	51.4518899	11.2	1.106
1107	25.49145769	51.45189734	11.2	1.107
1108	25.49145158	51.45190466	11.2	1.108
1109	25.49144542	51.45191193	11.2	1.109
1110	25.49143884	51.45191874	11.2	1.110
1111	25.49143227	51.45192555	11.1	1.111
1112	25.49142543	51.45193204	11.1	1.112
1113	25.4914184	51.45193828	11.1	1.113
1114	25.49141137	51.45194451	11.1	1.114
1115	25.49140417	51.45195051	11.1	1.115
1116	25.49139697	51.4519565	11.1	1.116
1117	25.49138964	51.45196232	11.1	1.117
1118	25.4913822	51.45196794	11.1	1.118
1119	25.49137475	51.45197357	11.2	1.119
1120	25.4913671	51.45197884	11.2	1.120
1121	25.49135944	51.45198409	11.2	1.121
1122	25.49135174	51.45198929	11.3	1.122
1123	25.491344	51.45199442	11.3	1.123
1124	25.49133627	51.45199954	11.3	1.124
1125	25.49132846	51.45200453	11.4	1.125
1126	25.49132063	51.45200949	11.4	1.126
1127	25.4913128	51.45201442	11.5	1.127
1128	25.49130492	51.45201929	11.5	1.128
1129	25.49129705	51.45202415	11.5	1.129
1130	25.49128916	51.45202899	11.6	1.130
1131	25.49128127	51.45203381	11.6	1.131
1132	25.49127337	51.45203864	11.6	1.132
1133	25.49126554	51.45204357	11.6	1.133
1134	25.4912577	51.4520485	11.7	1.134
1135	25.49124985	51.45205342	11.7	1.135
1136	25.49124199	51.45205831	11.7	1.136
1137	25.49123413	51.4520632	11.7	1.137
1138	25.49122632	51.45206818	11.8	1.138
1139	25.49121852	51.45207319	11.8	1.139
1140	25.49121072	51.4520782	11.8	1.140
1141	25.49120295	51.45208327	11.8	1.141
1142	25.49119519	51.45208834	11.9	1.142
1143	25.49118744	51.45209345	11.9	1.143
1144	25.49117973	51.45209862	11.9	1.144
1145	25.49117202	51.45210379	11.9	1.145
1146	25.49116436	51.45210905	11.9	1.146
1147	25.49115671	51.45211433	11.9	1.147
1148	25.49114908	51.45211965	11.9	1.148
1149	25.49114152	51.45212508	12.0	1.149
1150	25.49113396	51.45213051	12.0	1.150
1151	25.49112645	51.45213604	12.0	1.151
1152	25.49111898	51.45214161	12.0	1.152
1153	25.49111151	51.45214719	12.0	1.153
1154	25.49110414	51.45215294	12.0	1.154
1155	25.49109677	51.45215869	12.0	1.155
1156	25.49108946	51.45216451	12.0	1.156
1157	25.4910822	51.45217043	12.0	1.157
1158	25.49107494	51.45217634	12.0	1.158
1159	25.49106779	51.4521824	12.0	1.159
1160	25.49106064	51.45218849	12.0	1.160
1161	25.49105353	51.45219461	12.0	1.161
1162	25.49104649	51.45220083	12.0	1.162
1163	25.49103945	51.45220705	12.0	1.163
1164	25.49103247	51.45221336	12.0	1.164
1165	25.49102552	51.45221972	12.0	1.165
1166	25.49101858	51.45222607	12.0	1.166
1167	25.49101174	51.45223257	12.0	1.167
1168	25.49100491	51.45223906	12.1	1.168
1169	25.4909981	51.4522456	12.1	1.169
1170	25.49099135	51.4522522	12.1	1.170
1171	25.4909846	51.4522588	12.1	1.171
1172	25.49097791	51.45226547	12.2	1.172
1173	25.49097124	51.45227218	12.2	1.173
1174	25.49096457	51.45227888	12.2	1.174
1175	25.49095802	51.45228572	12.2	1.175
1176	25.49095147	51.45229257	12.3	1.176
1177	25.49094493	51.45229942	12.3	1.177
1178	25.49093841	51.4523063	12.3	1.178
1179	25.4909319	51.45231319	12.3	1.179
1180	25.49092544	51.45232013	12.4	1.180
1181	25.49091902	51.45232713	12.4	1.181
1182	25.49091261	51.45233413	12.4	1.182
1183	25.49090632	51.45234126	12.4	1.183
1184	25.49090007	51.45234844	12.5	1.184
1185	25.49089382	51.45235562	12.5	1.185
1186	25.49088767	51.45236289	12.5	1.186
1187	25.49088152	51.45237017	12.5	1.187
1188	25.49087538	51.45237747	12.6	1.188
1189	25.49086932	51.45238484	12.6	1.189
1190	25.49086325	51.4523922	12.6	1.190
1191	25.49085724	51.45239962	12.6	1.191
1192	25.49085131	51.45240712	12.7	1.192
1193	25.49084538	51.45241462	12.7	1.193
1194	25.4908395	51.45242217	12.7	1.194
1195	25.49083367	51.45242975	12.7	1.195
1196	25.49082783	51.45243734	12.8	1.196
1197	25.49082205	51.45244498	12.8	1.197
1198	25.49081631	51.45245265	12.8	1.198
1199	25.49081056	51.45246032	12.8	1.199
1200	25.49080488	51.45246805	12.8	1.200
1201	25.49079922	51.4524758	12.8	1.201
1202	25.49079357	51.45248355	12.8	1.202
1203	25.49078795	51.45249134	12.8	1.203
1204	25.49078235	51.45249914	12.8	1.204
1205	25.49077675	51.45250694	12.8	1.205
1206	25.49077121	51.45251479	12.8	1.206
1207	25.49076568	51.45252265	12.8	1.207
1208	25.49076015	51.45253051	12.8	1.208
1209	25.49075463	51.45253839	12.8	1.209
1210	25.49074912	51.45254626	12.7	1.210
1211	25.49074361	51.45255414	12.7	1.211
1212	25.49073812	51.45256203	12.7	1.212
1213	25.49073263	51.45256993	12.7	1.213
1214	25.49072714	51.45257783	12.7	1.214
1215	25.49072165	51.45258572	12.7	1.215
1216	25.49071616	51.45259361	12.7	1.216
1217	25.49071066	51.4526015	12.7	1.217
1218	25.49070519	51.45260942	12.7	1.218
1219	25.49069975	51.45261735	12.7	1.219
1220	25.49069431	51.45262529	12.7	1.220
1221	25.49068888	51.45263323	12.7	1.221
1222	25.49068348	51.4526412	12.7	1.222
1223	25.49067808	51.45264917	12.7	1.223
1224	25.49067268	51.45265714	12.7	1.224
1225	25.49066729	51.45266512	12.8	1.225
1226	25.4906619	51.4526731	12.8	1.226
1227	25.49065652	51.45268108	12.8	1.227
1228	25.49065116	51.45268909	12.8	1.228
1229	25.49064582	51.45269711	12.8	1.229
1230	25.49064048	51.45270512	12.8	1.230
1231	25.49063516	51.45271316	12.8	1.231
1232	25.49062989	51.45272123	12.9	1.232
1233	25.49062461	51.4527293	12.9	1.233
1234	25.49061934	51.45273738	12.9	1.234
1235	25.49061408	51.45274546	12.9	1.235
1236	25.49060882	51.45275354	12.9	1.236
1237	25.49060355	51.45276162	13.0	1.237
1238	25.49059834	51.45276974	13.0	1.238
1239	25.49059314	51.45277787	13.0	1.239
1240	25.49058795	51.452786	13.0	1.240
1241	25.49058276	51.45279415	13.0	1.241
1242	25.49057761	51.45280231	13.0	1.242
1243	25.49057245	51.45281047	13.0	1.243
1244	25.49056729	51.45281863	13.0	1.244
1245	25.49056221	51.45282685	13.0	1.245
1246	25.49055713	51.45283507	13.0	1.246
1247	25.49055205	51.4528433	13.0	1.247
1248	25.490547	51.45285154	13.0	1.248
1249	25.49054197	51.4528598	13.0	1.249
1250	25.49053695	51.45286807	13.0	1.250
1251	25.49053193	51.45287633	13.0	1.251
1252	25.49052697	51.45288464	13.0	1.252
1253	25.49052202	51.45289296	13.0	1.253
