Id	latitude	longitude	altitude (m)	distance (km)
1254	25.49051708	51.45290128	13.0	1.254
1255	25.49051215	51.45290961	13.0	1.255
1256	25.49050727	51.45291798	13.0	1.256
1257	25.49050238	51.45292634	13.0	1.257
1258	25.4904975	51.45293471	13.0	1.258
1259	25.49049266	51.4529431	13.0	1.259
1260	25.49048783	51.4529515	13.0	1.260
1261	25.49048299	51.4529599	13.0	1.261
1262	25.49047818	51.45296831	13.0	1.262
1263	25.49047342	51.45297676	13.0	1.263
1264	25.49046866	51.45298522	13.0	1.264
1265	25.4904639	51.45299367	13.0	1.265
1266	25.49045916	51.45300213	13.0	1.266
1267	25.49045443	51.4530106	13.0	1.267
1268	25.49044971	51.45301908	13.0	1.268
1269	25.49044498	51.45302755	13.0	1.269
1270	25.49044032	51.45303607	13.0	1.270
1271	25.49043565	51.45304458	13.0	1.271
1272	25.49043099	51.4530531	13.0	1.272
1273	25.49042635	51.45306163	13.0	1.273
1274	25.49042177	51.4530702	13.0	1.274
1275	25.49041719	51.45307877	13.0	1.275
1276	25.49041261	51.45308734	12.9	1.276
1277	25.49040806	51.45309593	12.9	1.277
1278	25.49040353	51.45310453	12.9	1.278
1279	25.49039899	51.45311313	12.9	1.279
1280	25.49039446	51.45312173	12.9	1.280
1281	25.49038997	51.45313036	12.9	1.281
1282	25.49038549	51.453139	12.9	1.282
1283	25.49038101	51.45314763	12.9	1.283
1284	25.49037653	51.45315627	12.9	1.284
1285	25.4903721	51.45316493	12.9	1.285
1286	25.49036767	51.4531736	12.9	1.286
1287	25.49036324	51.45318226	12.9	1.287
1288	25.49035882	51.45319094	12.9	1.288
1289	25.49035445	51.45319963	12.9	1.289
1290	25.49035007	51.45320833	12.9	1.290
1291	25.49034569	51.45321703	12.9	1.291
1292	25.49034135	51.45322575	12.9	1.292
1293	25.49033702	51.45323448	12.9	1.293
1294	25.4903327	51.45324321	12.9	1.294
1295	25.49032838	51.45325194	12.9	1.295
1296	25.49032407	51.45326068	12.9	1.296
1297	25.49031977	51.45326942	12.9	1.297
1298	25.49031546	51.45327817	12.9	1.298
1299	25.49031116	51.45328691	12.9	1.299
1300	25.49030693	51.4532957	12.9	1.300
1301	25.49030271	51.45330449	12.9	1.301
1302	25.49029848	51.45331327	12.9	1.302
1303	25.49029426	51.45332207	12.9	1.303
1304	25.49029011	51.4533309	13.0	1.304
1305	25.49028596	51.45333973	13.0	1.305
1306	25.49028181	51.45334856	13.0	1.306
1307	25.49027768	51.45335741	13.0	1.307
1308	25.4902736	51.45336628	13.0	1.308
1309	25.49026951	51.45337515	13.0	1.309
1310	25.49026543	51.45338402	13.0	1.310
1311	25.49026138	51.4533929	13.1	1.311
1312	25.49025734	51.4534018	13.1	1.312
1313	25.49025331	51.4534107	13.1	1.313
1314	25.49024928	51.4534196	13.1	1.314
1315	25.49024531	51.45342853	13.1	1.315
1316	25.49024137	51.45343748	13.1	1.316
1317	25.49023743	51.45344643	13.1	1.317
1318	25.4902335	51.45345538	13.2	1.318
1319	25.4902296	51.45346435	13.2	1.319
1320	25.49022571	51.45347333	13.2	1.320
1321	25.49022182	51.4534823	13.2	1.321
1322	25.49021794	51.45349128	13.2	1.322
1323	25.49021414	51.4535003	13.2	1.323
1324	25.49021035	51.45350933	13.2	1.324
1325	25.49020657	51.45351836	13.3	1.325
1326	25.49020278	51.45352739	13.3	1.326
1327	25.49019909	51.45353646	13.3	1.327
1328	25.49019539	51.45354553	13.3	1.328
1329	25.49019169	51.45355461	13.3	1.329
1330	25.49018801	51.45356369	13.3	1.330
1331	25.49018442	51.45357281	13.3	1.331
1332	25.49018084	51.45358194	13.3	1.332
1333	25.49017725	51.45359107	13.4	1.333
1334	25.49017367	51.4536002	13.4	1.334
1335	25.49017016	51.45360936	13.4	1.335
1336	25.49016666	51.45361853	13.4	1.336
1337	25.49016315	51.45362769	13.4	1.337
1338	25.49015966	51.45363687	13.4	1.338
1339	25.49015628	51.45364609	13.4	1.339
1340	25.4901529	51.45365531	13.4	1.340
1341	25.49014951	51.45366453	13.5	1.341
1342	25.49014614	51.45367376	13.5	1.342
1343	25.49014285	51.45368301	13.5	1.343
1344	25.49013955	51.45369227	13.5	1.344
1345	25.49013625	51.45370153	13.5	1.345
1346	25.49013296	51.45371079	13.5	1.346
1347	25.49012977	51.4537201	13.5	1.347
1348	25.49012658	51.4537294	13.5	1.348
1349	25.49012339	51.4537387	13.6	1.349
1350	25.49012022	51.45374801	13.6	1.350
1351	25.49011713	51.45375736	13.6	1.351
1352	25.49011404	51.45376671	13.6	1.352
1353	25.49011095	51.45377605	13.6	1.353
1354	25.49010787	51.4537854	13.6	1.354
1355	25.49010489	51.45379479	13.6	1.355
1356	25.4901019	51.45380417	13.6	1.356
1357	25.49009892	51.45381356	13.6	1.357
1358	25.49009594	51.45382295	13.7	1.358
1359	25.4900931	51.45383239	13.7	1.359
1360	25.49009026	51.45384183	13.7	1.360
1361	25.49008742	51.45385127	13.7	1.361
1362	25.49008458	51.45386071	13.7	1.362
1363	25.49008187	51.4538702	13.7	1.363
1364	25.49007917	51.45387969	13.7	1.364
1365	25.49007647	51.45388918	13.7	1.365
1366	25.49007377	51.45389867	13.7	1.366
1367	25.49007118	51.45390819	13.7	1.367
1368	25.49006862	51.45391773	13.8	1.368
1369	25.49006606	51.45392727	13.8	1.369
1370	25.4900635	51.45393681	13.8	1.370
1371	25.490061	51.45394636	13.8	1.371
1372	25.49005852	51.45395593	13.8	1.372
1373	25.49005605	51.45396549	13.8	1.373
1374	25.49005358	51.45397506	13.8	1.374
1375	25.49005118	51.45398465	13.8	1.375
1376	25.49004887	51.45399426	13.8	1.376
1377	25.49004655	51.45400387	13.8	1.377
1378	25.49004424	51.45401349	13.8	1.378
1379	25.49004195	51.45402311	13.8	1.379
1380	25.4900397	51.45403274	13.9	1.380
1381	25.49003746	51.45404237	13.9	1.381
1382	25.49003522	51.45405201	13.9	1.382
1383	25.49003299	51.45406165	13.9	1.383
1384	25.49003091	51.45407132	13.9	1.384
1385	25.49002884	51.454081	13.9	1.385
1386	25.49002676	51.45409068	13.9	1.386
1387	25.49002468	51.45410036	13.9	1.387
1388	25.49002267	51.45411006	13.9	1.388
1389	25.49002068	51.45411976	13.9	1.389
1390	25.49001869	51.45412946	13.9	1.390
1391	25.49001669	51.45413916	13.9	1.391
1392	25.49001476	51.45414887	13.9	1.392
1393	25.49001287	51.4541586	13.9	1.393
1394	25.49001099	51.45416832	13.9	1.394
1395	25.4900091	51.45417805	13.9	1.395
1396	25.49000725	51.45418778	13.9	1.396
1397	25.49000547	51.45419754	13.9	1.397
1398	25.49000369	51.45420729	13.8	1.398
1399	25.49000191	51.45421704	13.8	1.399
1400	25.49000014	51.45422679	13.8	1.400
1401	25.48999847	51.45423656	13.8	1.401
1402	25.4899968	51.45424634	13.7	1.402
1403	25.48999514	51.45425611	13.7	1.403
1404	25.48999347	51.45426589	13.7	1.404
1405	25.48999185	51.45427567	13.6	1.405
1406	25.48999026	51.45428546	13.6	1.406
1407	25.48998867	51.45429525	13.6	1.407
1408	25.48998708	51.45430504	13.5	1.408
1409	25.48998551	51.45431484	13.5	1.409
1410	25.48998401	51.45432464	13.5	1.410
1411	25.48998251	51.45433445	13.5	1.411
1412	25.489981	51.45434426	13.4	1.412
1413	25.4899795	51.45435406	13.4	1.413
1414	25.4899781	51.45436389	13.4	1.414
1415	25.48997671	51.45437372	13.3	1.415
1416	25.48997533	51.45438354	13.3	1.416
1417	25.48997394	51.45439337	13.3	1.417
1418	25.4899726	51.45440321	13.2	1.418
1419	25.4899713	51.45441305	13.2	1.419
1420	25.48996999	51.45442289	13.2	1.420
1421	25.48996869	51.45443273	13.2	1.421
1422	25.4899674	51.45444257	13.1	1.422
1423	25.4899662	51.45445243	13.1	1.423
1424	25.48996501	51.45446229	13.1	1.424
1425	25.48996381	51.45447215	13.1	1.425
1426	25.48996262	51.45448201	13.1	1.426
1427	25.48996147	51.45449187	13.1	1.427
1428	25.48996035	51.45450174	13.1	1.428
1429	25.48995923	51.45451161	13.1	1.429
1430	25.4899581	51.45452148	13.1	1.430
1431	25.489957	51.45453135	13.1	1.431
1432	25.48995598	51.45454123	13.1	1.432
1433	25.48995497	51.45455111	13.1	1.433
1434	25.48995395	51.454561	13.1	1.434
1435	25.48995293	51.45457088	13.1	1.435
1436	25.48995195	51.45458076	13.1	1.436
1437	25.48995098	51.45459065	13.1	1.437
1438	25.48995001	51.45460054	13.1	1.438
1439	25.48994904	51.45461043	13.1	1.439
1440	25.48994807	51.45462032	13.1	1.440
1441	25.48994711	51.45463021	13.1	1.441
1442	25.48994616	51.4546401	13.1	1.442
1443	25.48994521	51.45464999	13.1	1.443
1444	25.48994425	51.45465988	13.0	1.444
1445	25.48994331	51.45466977	13.0	1.445
1446	25.48994238	51.45467966	13.0	1.446
1447	25.48994145	51.45468955	13.0	1.447
1448	25.48994052	51.45469945	13.0	1.448
1449	25.48993959	51.45470934	13.0	1.449
1450	25.4899387	51.45471924	13.0	1.450
1451	25.48993781	51.45472913	13.0	1.451
1452	25.48993692	51.45473903	12.9	1.452
1453	25.48993603	51.45474893	12.9	1.453
1454	25.48993513	51.45475882	12.9	1.454
1455	25.48993423	51.45476872	12.8	1.455
1456	25.48993333	51.45477862	12.8	1.456
1457	25.48993242	51.45478851	12.8	1.457
1458	25.48993152	51.45479841	12.7	1.458
1459	25.48993062	51.4548083	12.7	1.459
1460	25.48992971	51.4548182	12.7	1.460
1461	25.48992881	51.45482809	12.6	1.461
1462	25.4899279	51.45483799	12.6	1.462
1463	25.48992702	51.45484789	12.5	1.463
1464	25.48992616	51.45485779	12.5	1.464
1465	25.48992529	51.45486769	12.5	1.465
1466	25.48992443	51.45487759	12.4	1.466
1467	25.48992357	51.45488749	12.4	1.467
1468	25.48992274	51.45489739	12.4	1.468
1469	25.48992191	51.4549073	12.3	1.469
1470	25.48992109	51.4549172	12.3	1.470
1471	25.48992026	51.4549271	12.3	1.471
1472	25.48991943	51.45493701	12.2	1.472
1473	25.4899186	51.45494691	12.2	1.473
1474	25.48991777	51.45495682	12.2	1.474
1475	25.48991694	51.45496672	12.1	1.475
1476	25.48991611	51.45497662	12.1	1.476
1477	25.48991528	51.45498653	12.0	1.477
1478	25.48991446	51.45499643	12.0	1.478
1479	25.48991364	51.45500633	12.0	1.479
1480	25.48991281	51.45501624	11.9	1.480
1481	25.489912	51.45502614	11.9	1.481
1482	25.48991119	51.45503605	11.9	1.482
1483	25.48991039	51.45504596	11.8	1.483
1484	25.48990959	51.45505586	11.8	1.484
1485	25.48990879	51.45506577	11.8	1.485
1486	25.48990799	51.45507568	11.7	1.486
1487	25.4899072	51.45508558	11.7	1.487
1488	25.48990641	51.45509549	11.7	1.488
1489	25.48990562	51.4551054	11.6	1.489
1490	25.48990483	51.45511531	11.6	1.490
1491	25.48990404	51.45512521	11.5	1.491
1492	25.48990325	51.45513512	11.5	1.492
1493	25.48990247	51.45514503	11.5	1.493
1494	25.48990168	51.45515494	11.4	1.494
1495	25.48990091	51.45516485	11.4	1.495
1496	25.48990016	51.45517476	11.4	1.496
1497	25.48989941	51.45518467	11.3	1.497
1498	25.48989865	51.45519458	11.3	1.498
1499	25.4898979	51.45520449	11.3	1.499
1500	25.48989715	51.4552144	11.2	1.500
1501	25.48989639	51.45522431	11.2	1.501
1502	25.48989563	51.45523422	11.2	1.502
1503	25.48989488	51.45524413	11.1	1.503
1504	25.48989412	51.45525404	11.1	1.504
1505	25.48989337	51.45526396	11.1	1.505
1506	25.48989262	51.45527387	11.0	1.506
1507	25.48989186	51.45528378	11.0	1.507
1508	25.48989111	51.45529369	11.0	1.508
1509	25.48989036	51.4553036	11.0	1.509
1510	25.4898896	51.45531351	11.0	1.510
1511	25.48988885	51.45532342	11.0	1.511
1512	25.48988809	51.45533333	11.0	1.512
1513	25.48988734	51.45534324	11.0	1.513
1514	25.48988659	51.45535315	11.0	1.514
1515	25.48988584	51.45536307	11.0	1.515
1516	25.48988509	51.45537298	11.0	1.516
1517	25.48988434	51.45538289	11.0	1.517
1518	25.4898836	51.4553928	11.0	1.518
1519	25.4898829	51.45540272	11.0	1.519
1520	25.48988221	51.45541263	11.0	1.520
1521	25.48988151	51.45542255	11.0	1.521
1522	25.48988081	51.45543246	11.0	1.522
1523	25.48988012	51.45544238	11.0	1.523
1524	25.48987942	51.4554523	11.0	1.524
1525	25.48987872	51.45546221	11.0	1.525
1526	25.48987802	51.45547213	11.0	1.526
1527	25.48987732	51.45548204	11.0	1.527
1528	25.48987664	51.45549196	11.0	1.528
1529	25.48987596	51.45550188	11.0	1.529
1530	25.48987528	51.4555118	11.0	1.530
1531	25.48987461	51.45552171	11.0	1.531
1532	25.48987393	51.45553163	11.0	1.532
1533	25.4898733	51.45554155	11.0	1.533
1534	25.48987267	51.45555147	11.0	1.534
1535	25.48987203	51.4555614	11.0	1.535
1536	25.4898714	51.45557132	11.0	1.536
1537	25.48987077	51.45558124	11.0	1.537
1538	25.48987013	51.45559116	11.0	1.538
1539	25.48986949	51.45560108	11.0	1.539
1540	25.48986886	51.455611	11.0	1.540
1541	25.48986822	51.45562092	11.0	1.541
1542	25.48986756	51.45563084	11.0	1.542
1543	25.4898669	51.45564076	11.0	1.543
1544	25.48986624	51.45565068	11.0	1.544
1545	25.48986557	51.4556606	11.0	1.545
1546	25.48986491	51.45567052	11.0	1.546
1547	25.48986429	51.45568044	11.0	1.547
1548	25.48986367	51.45569036	11.0	1.548
1549	25.48986305	51.45570028	11.0	1.549
1550	25.48986243	51.4557102	11.0	1.550
1551	25.4898618	51.45572013	11.0	1.551
1552	25.48986117	51.45573005	11.0	1.552
1553	25.48986054	51.45573997	11.0	1.553
1554	25.48985991	51.45574989	11.0	1.554
1555	25.48985928	51.45575981	11.0	1.555
1556	25.48985869	51.45576974	11.0	1.556
1557	25.48985809	51.45577966	11.0	1.557
1558	25.4898575	51.45578958	11.0	1.558
1559	25.48985691	51.45579951	11.0	1.559
1560	25.48985634	51.45580943	11.0	1.560
1561	25.48985582	51.45581936	11.0	1.561
1562	25.48985531	51.45582929	11.0	1.562
1563	25.48985479	51.45583922	11.0	1.563
1564	25.48985427	51.45584915	11.0	1.564
1565	25.48985377	51.45585908	11.0	1.565
1566	25.48985328	51.45586901	11.1	1.566
1567	25.4898528	51.45587894	11.1	1.567
1568	25.48985231	51.45588888	11.1	1.568
1569	25.48985182	51.45589881	11.1	1.569
1570	25.4898514	51.45590874	11.1	1.570
1571	25.48985099	51.45591868	11.2	1.571
1572	25.48985057	51.45592861	11.2	1.572
1573	25.48985015	51.45593855	11.2	1.573
1574	25.48984977	51.45594848	11.2	1.574
1575	25.48984944	51.45595842	11.2	1.575
1576	25.48984911	51.45596836	11.3	1.576
1577	25.48984878	51.4559783	11.3	1.577
1578	25.48984845	51.45598824	11.3	1.578
1579	25.48984816	51.45599818	11.3	1.579
1580	25.48984789	51.45600812	11.3	1.580
1581	25.48984762	51.45601806	11.4	1.581
1582	25.48984735	51.456028	11.4	1.582
1583	25.4898471	51.45603795	11.4	1.583
1584	25.48984692	51.45604789	11.4	1.584
1585	25.48984675	51.45605783	11.4	1.585
1586	25.48984657	51.45606778	11.5	1.586
1587	25.4898464	51.45607772	11.5	1.587
1588	25.48984626	51.45608767	11.5	1.588
1589	25.48984614	51.45609761	11.5	1.589
1590	25.48984602	51.45610756	11.5	1.590
1591	25.48984591	51.4561175	11.5	1.591
1592	25.48984579	51.45612745	11.6	1.592
1593	25.48984576	51.45613739	11.6	1.593
1594	25.48984573	51.45614734	11.6	1.594
1595	25.4898457	51.45615728	11.6	1.595
1596	25.48984567	51.45616723	11.6	1.596
1597	25.48984568	51.45617717	11.6	1.597
1598	25.48984577	51.45618712	11.6	1.598
1599	25.48984585	51.45619706	11.6	1.599
1600	25.48984594	51.45620701	11.6	1.600
1601	25.48984603	51.45621695	11.6	1.601
1602	25.48984617	51.4562269	11.6	1.602
1603	25.48984635	51.45623684	11.6	1.603
1604	25.48984653	51.45624679	11.6	1.604
1605	25.48984671	51.45625673	11.6	1.605
1606	25.48984689	51.45626667	11.6	1.606
1607	25.48984712	51.45627662	11.6	1.607
1608	25.48984734	51.45628656	11.5	1.608
1609	25.48984757	51.4562965	11.5	1.609
1610	25.4898478	51.45630644	11.5	1.610
1611	25.48984805	51.45631638	11.5	1.611
1612	25.4898484	51.45632632	11.5	1.612
1613	25.48984875	51.45633626	11.5	1.613
1614	25.4898491	51.4563462	11.5	1.614
1615	25.48984944	51.45635614	11.5	1.615
1616	25.48984982	51.45636608	11.5	1.616
1617	25.48985022	51.45637601	11.6	1.617
1618	25.48985061	51.45638595	11.6	1.618
1619	25.48985101	51.45639588	11.6	1.619
1620	25.48985141	51.45640582	11.6	1.620
1621	25.48985189	51.45641575	11.6	1.621
1622	25.48985238	51.45642568	11.7	1.622
1623	25.48985288	51.45643561	11.7	1.623
1624	25.48985338	51.45644554	11.7	1.624
1625	25.48985388	51.45645547	11.8	1.625
1626	25.48985446	51.4564654	11.8	1.626
1627	25.48985505	51.45647532	11.8	1.627
1628	25.48985564	51.45648525	11.9	1.628
1629	25.48985622	51.45649517	11.9	1.629
1630	25.48985684	51.45650509	11.9	1.630
1631	25.48985755	51.45651501	12.0	1.631
1632	25.48985825	51.45652492	12.0	1.632
1633	25.48985896	51.45653484	12.0	1.633
1634	25.48985966	51.45654475	12.1	1.634
1635	25.48986039	51.45655467	12.1	1.635
1636	25.48986115	51.45656458	12.1	1.636
1637	25.48986191	51.45657449	12.2	1.637
1638	25.48986266	51.4565844	12.2	1.638
1639	25.48986342	51.45659431	12.2	1.639
1640	25.48986426	51.45660421	12.3	1.640
1641	25.48986514	51.45661411	12.3	1.641
1642	25.48986602	51.45662401	12.3	1.642
1643	25.4898669	51.45663391	12.4	1.643
1644	25.48986777	51.45664381	12.4	1.644
1645	25.48986866	51.4566537	12.4	1.645
1646	25.48986955	51.4566636	12.4	1.646
1647	25.48987044	51.4566735	12.4	1.647
1648	25.48987133	51.4566834	12.4	1.648
1649	25.48987224	51.45669329	12.5	1.649
1650	25.48987322	51.45670318	12.5	1.650
1651	25.4898742	51.45671306	12.5	1.651
1652	25.48987519	51.45672295	12.4	1.652
1653	25.48987617	51.45673284	12.4	1.653
1654	25.48987717	51.45674272	12.4	1.654
1655	25.48987819	51.4567526	12.4	1.655
1656	25.48987922	51.45676248	12.4	1.656
1657	25.48988024	51.45677237	12.4	1.657
1658	25.48988127	51.45678225	12.4	1.658
1659	25.4898823	51.45679213	12.4	1.659
1660	25.48988335	51.45680201	12.4	1.660
1661	25.4898844	51.45681188	12.4	1.661
1662	25.48988544	51.45682176	12.4	1.662
1663	25.48988649	51.45683164	12.4	1.663
1664	25.48988754	51.45684152	12.4	1.664
1665	25.4898886	51.4568514	12.4	1.665
1666	25.48988965	51.45686128	12.4	1.666
1667	25.48989071	51.45687115	12.4	1.667
1668	25.48989176	51.45688103	12.4	1.668
1669	25.48989283	51.45689091	12.4	1.669
1670	25.48989391	51.45690078	12.4	1.670
1671	25.48989498	51.45691066	12.4	1.671
1672	25.48989606	51.45692053	12.4	1.672
1673	25.48989713	51.45693041	12.4	1.673
1674	25.48989822	51.45694028	12.4	1.674
1675	25.48989932	51.45695015	12.4	1.675
1676	25.48990041	51.45696002	12.4	1.676
1677	25.4899015	51.4569699	12.4	1.677
1678	25.48990259	51.45697977	12.4	1.678
1679	25.48990368	51.45698964	12.4	1.679
1680	25.48990477	51.45699951	12.4	1.680
1681	25.48990586	51.45700939	12.4	1.681
1682	25.48990695	51.45701926	12.4	1.682
1683	25.48990805	51.45702913	12.4	1.683
1684	25.48990916	51.457039	12.4	1.684
1685	25.48991028	51.45704887	12.5	1.685
1686	25.4899114	51.45705874	12.5	1.686
1687	25.48991252	51.45706861	12.5	1.687
1688	25.48991364	51.45707848	12.5	1.688
1689	25.48991477	51.45708834	12.5	1.689
1690	25.4899159	51.45709821	12.5	1.690
1691	25.48991703	51.45710808	12.5	1.691
1692	25.48991816	51.45711795	12.6	1.692
1693	25.48991928	51.45712782	12.6	1.693
1694	25.48992039	51.45713769	12.6	1.694
1695	25.48992151	51.45714756	12.6	1.695
1696	25.48992262	51.45715743	12.6	1.696
1697	25.48992374	51.45716729	12.6	1.697
1698	25.48992486	51.45717716	12.7	1.698
1699	25.489926	51.45718703	12.7	1.699
1700	25.48992713	51.4571969	12.7	1.700
1701	25.48992827	51.45720676	12.7	1.701
1702	25.48992941	51.45721663	12.7	1.702
1703	25.48993056	51.45722649	12.7	1.703
1704	25.48993173	51.45723636	12.8	1.704
1705	25.48993289	51.45724622	12.8	1.705
1706	25.48993406	51.45725608	12.8	1.706
1707	25.48993522	51.45726594	12.8	1.707
1708	25.48993638	51.45727581	12.8	1.708
1709	25.48993754	51.45728567	12.8	1.709
1710	25.48993869	51.45729553	12.8	1.710
1711	25.48993985	51.4573054	12.8	1.711
1712	25.48994101	51.45731526	12.8	1.712
1713	25.48994219	51.45732512	12.8	1.713
1714	25.48994339	51.45733498	12.8	1.714
1715	25.48994458	51.45734484	12.8	1.715
1716	25.48994577	51.4573547	12.8	1.716
1717	25.48994697	51.45736455	12.8	1.717
1718	25.48994817	51.45737441	12.8	1.718
1719	25.48994937	51.45738427	12.8	1.719
1720	25.48995057	51.45739413	12.8	1.720
1721	25.48995177	51.45740398	12.8	1.721
1722	25.48995297	51.45741384	12.8	1.722
1723	25.48995416	51.4574237	12.8	1.723
1724	25.48995535	51.45743356	12.8	1.724
1725	25.48995654	51.45744342	12.8	1.725
1726	25.48995773	51.45745328	12.8	1.726
1727	25.48995892	51.45746314	12.8	1.727
1728	25.48996012	51.45747299	12.8	1.728
1729	25.48996133	51.45748285	12.8	1.729
1730	25.48996253	51.45749271	12.8	1.730
1731	25.48996373	51.45750256	12.8	1.731
1732	25.48996493	51.45751242	12.8	1.732
1733	25.48996614	51.45752228	12.7	1.733
1734	25.48996735	51.45753213	12.7	1.734
1735	25.48996856	51.45754199	12.6	1.735
1736	25.48996977	51.45755184	12.6	1.736
1737	25.48997097	51.4575617	12.5	1.737
1738	25.48997216	51.45757156	12.5	1.738
1739	25.48997334	51.45758142	12.4	1.739
1740	25.48997452	51.45759128	12.3	1.740
1741	25.48997571	51.45760114	12.3	1.741
1742	25.48997689	51.457611	12.2	1.742
1743	25.48997807	51.45762086	12.2	1.743
1744	25.48997925	51.45763072	12.1	1.744
1745	25.48998043	51.45764058	12.0	1.745
1746	25.48998161	51.45765044	12.0	1.746
1747	25.48998277	51.45766031	11.9	1.747
1748	25.48998393	51.45767017	11.8	1.748
1749	25.48998509	51.45768003	11.8	1.749
1750	25.48998624	51.4576899	11.7	1.750
1751	25.4899874	51.45769976	11.6	1.751
1752	25.48998854	51.45770963	11.5	1.752
1753	25.48998967	51.45771949	11.5	1.753
1754	25.4899908	51.45772936	11.4	1.754
1755	25.48999194	51.45773923	11.3	1.755
1756	25.48999307	51.45774909	11.2	1.756
1757	25.48999421	51.45775896	11.2	1.757
1758	25.48999535	51.45776883	11.1	1.758
1759	25.4899965	51.45777869	11.1	1.759
1760	25.48999764	51.45778856	11.0	1.760
1761	25.48999879	51.45779842	10.9	1.761
1762	25.48999996	51.45780828	10.9	1.762
1763	25.49000114	51.45781814	10.9	1.763
1764	25.49000231	51.45782801	10.8	1.764
1765	25.49000348	51.45783787	10.8	1.765
1766	25.49000465	51.45784773	10.7	1.766
1767	25.49000581	51.45785759	10.7	1.767
1768	25.49000696	51.45786746	10.7	1.768
1769	25.49000812	51.45787732	10.6	1.769
1770	25.49000928	51.45788718	10.6	1.770
1771	25.49001043	51.45789705	10.6	1.771
1772	25.49001157	51.45790691	10.5	1.772
1773	25.49001271	51.45791678	10.5	1.773
1774	25.49001385	51.45792665	10.4	1.774
1775	25.49001499	51.45793651	10.4	1.775
1776	25.49001612	51.45794638	10.4	1.776
1777	25.49001724	51.45795625	10.3	1.777
1778	25.49001837	51.45796612	10.3	1.778
1779	25.49001949	51.45797599	10.2	1.779
1780	25.49002062	51.45798585	10.2	1.780
1781	25.49002176	51.45799572	10.2	1.781
1782	25.49002289	51.45800559	10.1	1.782
1783	25.49002403	51.45801545	10.1	1.783
1784	25.49002517	51.45802532	10.0	1.784
1785	25.49002628	51.45803519	10.0	1.785
1786	25.49002739	51.45804506	10.0	1.786
1787	25.4900285	51.45805493	9.9	1.787
1788	25.4900296	51.4580648	9.9	1.788
1789	25.49003071	51.45807467	9.8	1.789
1790	25.49003178	51.45808455	9.8	1.790
1791	25.49003285	51.45809442	9.8	1.791
1792	25.49003392	51.4581043	9.7	1.792
1793	25.49003499	51.45811417	9.7	1.793
1794	25.49003606	51.45812405	9.7	1.794
1795	25.49003714	51.45813392	9.7	1.795
1796	25.49003821	51.4581438	9.6	1.796
1797	25.49003929	51.45815367	9.6	1.797
1798	25.49004037	51.45816355	9.6	1.798
1799	25.49004141	51.45817343	9.6	1.799
1800	25.49004245	51.45818331	9.5	1.800
1801	25.49004349	51.45819318	9.5	1.801
1802	25.49004454	51.45820306	9.5	1.802
1803	25.49004556	51.45821295	9.5	1.803
1804	25.49004657	51.45822283	9.4	1.804
1805	25.49004758	51.45823271	9.4	1.805
1806	25.49004859	51.4582426	9.4	1.806
1807	25.49004959	51.45825248	9.4	1.807
1808	25.49005056	51.45826237	9.3	1.808
1809	25.49005153	51.45827226	9.3	1.809
1810	25.4900525	51.45828214	9.3	1.810
1811	25.49005347	51.45829203	9.3	1.811
1812	25.49005435	51.45830193	9.3	1.812
1813	25.49005523	51.45831183	9.2	1.813
1814	25.4900561	51.45832173	9.2	1.814
1815	25.49005698	51.45833163	9.2	1.815
1816	25.4900578	51.45834153	9.2	1.816
1817	25.49005859	51.45835144	9.2	1.817
1818	25.49005939	51.45836135	9.2	1.818
1819	25.49006018	51.45837125	9.2	1.819
1820	25.49006095	51.45838116	9.3	1.820
1821	25.4900617	51.45839107	9.3	1.821
1822	25.49006245	51.45840098	9.3	1.822
1823	25.49006321	51.4584109	9.3	1.823
1824	25.49006392	51.45842081	9.3	1.824
1825	25.49006453	51.45843073	9.3	1.825
1826	25.49006514	51.45844066	9.3	1.826
1827	25.49006574	51.45845058	9.3	1.827
1828	25.49006633	51.4584605	9.3	1.828
1829	25.49006683	51.45847043	9.4	1.829
1830	25.49006732	51.45848037	9.4	1.830
1831	25.49006781	51.4584903	9.4	1.831
1832	25.49006829	51.45850023	9.4	1.832
1833	25.49006864	51.45851017	9.4	1.833
1834	25.490069	51.4585201	9.4	1.834
1835	25.49006936	51.45853004	9.4	1.835
1836	25.4900697	51.45853998	9.4	1.836
1837	25.49006989	51.45854992	9.4	1.837
1838	25.49007008	51.45855987	9.5	1.838
1839	25.49007027	51.45856981	9.5	1.839
1840	25.49007042	51.45857975	9.5	1.840
1841	25.49007037	51.4585897	9.5	1.841
1842	25.49007031	51.45859965	9.5	1.842
1843	25.49007026	51.45860959	9.5	1.843
1844	25.49007013	51.45861953	9.5	1.844
1845	25.49006983	51.45862947	9.6	1.845
1846	25.49006952	51.45863941	9.6	1.846
1847	25.49006922	51.45864935	9.6	1.847
1848	25.49006882	51.45865929	9.6	1.848
1849	25.4900683	51.45866922	9.6	1.849
1850	25.49006778	51.45867915	9.7	1.850
1851	25.49006726	51.45868908	9.7	1.851
1852	25.49006656	51.45869899	9.7	1.852
1853	25.49006574	51.4587089	9.7	1.853
1854	25.49006491	51.4587188	9.8	1.854
1855	25.49006409	51.4587287	9.8	1.855
1856	25.49006298	51.45873857	9.8	1.856
1857	25.49006179	51.45874843	9.8	1.857
1858	25.4900606	51.45875829	9.9	1.858
1859	25.49005941	51.45876815	9.9	1.859
1860	25.49005795	51.45877797	9.9	1.860
1861	25.49005649	51.45878778	9.9	1.861
